Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
Anthra Real Estate Agency,098451 05286,"#113, 6th Cross Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
J. K. Real Estate,099803 26806,"WJP7+MF9, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
S.Z Real Estate Consultant,098450 18663,"S 215, 12th Main Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Agents in Koramangala Bangalore,Connector
M S Properties By Yogesh T,096865 27503,"b, 79, 9th Main Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Agents in Koramangala Bangalore,Connector
S.R Real Estate,098453 83212,"635, Adugodi Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
Koramangala Real Estate,098458 55663,"Shop No. 10, BDA Complex, 100 Feet Rd, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Agents in Koramangala Bangalore,Connector
Rsquare reality- best realestate consultant in bangalore,077960 05004,"1st C Main, Behind Startbucks, Extension, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.rsquarereality.com/,,Real Estate Agents in Koramangala Bangalore,Connector
Settler Real Estate Consultants,080 4124 5141,"Raheja Arcade, Koramangala Industrial Layout, Adugodi, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
PropertyAngel | Property Management Services,074064 84455,"570/571, 16th A Main Rd, 3rd Block, Santhosapuram, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://propertyangel.in/,,Real Estate Agents in Koramangala Bangalore,Connector
Propsoch – Real Estate Advisory | Buy Home in Bangalore,080503 00319,"2nd floor, Nomad Managed Spaces, 3rd Block, Santhosapuram, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.propsoch.com/,club@propsoch.com,Real Estate Agents in Koramangala Bangalore,Connector
Vishwanath Real Estate,094482 39248,"6th Cross Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
EasyFind Property Solutions,091483 38801,"A Block, Prestige Atlanta, 1, 80 Feet Rd, 3rd Block, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Agents in Koramangala Bangalore,Connector
Thavarool Real Estate,063629 37140,"5th Floor, NA Chambers, 3j 3rd Cross, 7th C Main Rd, 3rd Block, Koramangala 1A Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",https://thavaroolrealestate.in/,,Real Estate Agents in Koramangala Bangalore,Connector
Fortune Real Estate Consultancy,098445 70856,"No.38, AVS Compound, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Agents in Koramangala Bangalore,Connector
Fairdeal Estate Agency (Regd),080 2553 0274,"College, 127/2, Mig, near Jyoti Nivas, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.facebook.com/fairdealestateagency,,Real Estate Agents in Koramangala Bangalore,Connector
Vishnu Realtors,099803 01374,"61/2, 7th Cross, 6th Block, Kathalipalaya, Koramangala Layout, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Agents in Koramangala Bangalore,Connector
Premier Real Estate Services,084477 86500,"No.645, 3rd floor, 12th Cross, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India",http://premier-realestate.in/,,Real Estate Agents in Koramangala Bangalore,Connector
GoldFinch Realty,098861 61049,"1 4th cross, 3rd Main Rd, Ayyappa Temple Block, Vannarpet, Yerappa Garden, Neelasandra, Bengaluru, Karnataka 560047, India",,,Real Estate Brokers in Koramangala Bangalore,Connector
Vakil Housing,080 4119 3293,"78, Jyoti Nivas College Rd, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India",http://www.vakilhousing.com/,user@domain.com,Real Estate Builders in Koramangala Bangalore,Connector
SHREE REAL ESTATE KORMANGALA,098458 44417,"57, 1st A Main Rd, Koramangala 7 Block, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Real Estate Builders in Koramangala Bangalore,Connector
White Projects,080 4666 5555,"House of White, #75, Hosur Road, 5th Block, Industrial Area, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://proppulse.ai/bangalore/pre-launch-projects/,info@proppulse.ai,Real Estate Builders in Koramangala Bangalore,Connector
SIGNATURE DWELLINGS PVT. LTD,074110 02288,"3rd Floor, 21 & 22, 1st Main Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",https://www.signaturedwellings.in/,info@signaturedwellings.in,Real Estate Builders in Koramangala Bangalore,Connector
CoEvolve Estates,080 2550 2550,"2nd Floor, 476, 80 Feet Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.coevolvegroup.com/,,Real Estate Builders in Koramangala Bangalore,Connector
MFAR Constructions Private Limited,080 4110 2170,"AVS Compound, 8 & 8A, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.mfarconstructions.com/,bd@mfarconstructions.com,Real Estate Builders in Koramangala Bangalore,Connector
V. R. R. Builders And Company,080 2553 3252,"206, 18th Main Rd, near Apollo Credal, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.vrrbuilders.com/,sales@vrrbuilders.com,Real Estate Builders in Koramangala Bangalore,Connector
Diamond Developers,099800 62383,"87, 1st Ave, Teacher's Colony, Santhosapuram, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",https://diamonddevelopers.in/,"info@diamonddevelopers.in, info@diamonddevelopers.com",Real Estate Builders in Koramangala Bangalore,Connector
Karan Property Developments Pvt Ltd,080 2222 6277,"480, 13th Main Rd, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://www.karanproperties.com/,info@karanproperties.com,Real Estate Builders in Koramangala Bangalore,Connector
Machani Group,080 4112 5838,"3rd Block, Bungalow 375, 13th Main Rd, Santhosapuram, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://www.machanigroup.com/,,Real Estate Builders in Koramangala Bangalore,Connector
Golden Gate Properties Ltd,080 2570 5555,"Golden House, 820, 20th Main Rd, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.ggproperties.com/,info@ggproperties.com,Real Estate Builders in Koramangala Bangalore,Connector
Ittina Group,097439 98111,"No. 380, Ittina Centre, 16th Main Rd, 3rd Block, Santhosapuram, 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://www.ittina.in/,info@ittinagroup.com,Real Estate Builders in Koramangala Bangalore,Connector
Keya Homes Private Limited,080 4093 1141,"17, Regent Court, 80 Feet Rd, New Friends Colony, Koramangala, Bengaluru, Karnataka 560034, India",,,Real Estate Builders in Koramangala Bangalore,Connector
H K G N Building constructions and interior work,098806 58355,"#474 1st B main, 1st A cross Rd, KHB Colony, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Construction Companies in Koramangala Bangalore,Connector
TRC Engineering (I) Pvt. Ltd - Civil Engineering Services,080675 93000,"5th Block, 109, 1st Main Rd, 5th Block, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India",http://trcww.in/,info@trcintl.com,Construction Companies in Koramangala Bangalore,Connector
Alpha Ultra Projects,084312 25543,"144, 1st Floor, 60 Feet Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://alphaultraprojects.com/,info@alphaultraprojects.com,Construction Companies in Koramangala Bangalore,Connector
Anugraha Constructions,097380 51333,"467, 17th C Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://anugrahaconstructions.com/,,Construction Companies in Koramangala Bangalore,Connector
AG Buildcraft,080 4110 7123,"3rd Block, 734, 7th Cross Rd, Koramangala 4-B Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://agbuildcraft.com/,"info@avantgardeestates.com, moore@support.com, moore@support.com ",Construction Companies in Koramangala Bangalore,Connector
Utracon Structural System Pvt Ltd.,097400 91919,"101, 6th Main Rd, New Friends Colony, S T Bed Layout, Koramangala, Bengaluru, Karnataka 560047, India",http://www.utraconindia.com/,,Construction Companies in Koramangala Bangalore,Connector
Artscape Developers,098801 70976,"8, Sarjapur Main Rd, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka 560034, India",https://artscapedevelopers.com/,saurabh.gupta@artscape.co.in,Construction Companies in Koramangala Bangalore,Connector
Envoy Mortgage India Pvt. Ltd.,07139 778 005,"5th Floor, 7th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Mortgage Brokers in Koramangala Bangalore,Connector
Muthoot Finance Gold Loan,098958 89293,"First Floor, No. 208, Cross Rd, near Gem Selections, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://branches.muthootfinance.com/gold-loan-agency-in-khb-colony-5th-block-bangalore-11471135/home,,Mortgage Brokers in Koramangala Bangalore,Connector
4 Corners Bonding Services - HOME LOAN / Loans - Personal Loan - Mortgage / LAP in Bangalore,088858 88401,"318, 2nd Cross Rd, Old Madiwala, Madiwala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560068, India",http://www.loansat4corners.com/,enquiry@loansat4corners.com,Mortgage Brokers in Koramangala Bangalore,Connector
"ICICI Home Finance Company - Home Loan – Koramangala, Bangalore",022 7107 2220,"2nd Floor, ICICI Home Finance Company Ltd, Ocean Pearl, No. 584, 20th Main Rd, opp. Bethany High, above ICICI Bank, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.icicihfc.com/?utm_source=Google&utm_medium=Maps&utm_campaign=GMBKoramangala,customer.care@icicihfc.com,Mortgage Brokers in Koramangala Bangalore,Connector
"Via Financial Services - Personal Loans, Home Loans, Mortgage Loans, Business Loans Etc.,",080 4834 6972,"3/7-4, 2nd Floor, post, 3rd Cross Rd, Sidharata Colony, Madiwala, Koramangala 2nd Block, extension, Bengaluru, Karnataka 560068, India",,,Mortgage Brokers in Koramangala Bangalore,Connector
Money and Vision,098862 18181,"103, 3rd cross, 8th A Main Rd, opposite Dental De Care Clinic, 3rd Block, Jakkasandra, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",,,Mortgage Brokers in Koramangala Bangalore,Connector
Edelweiss Retail Finance,090634 02968,"746, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.edelweissretailfin.com/,assistance@eclf.com,Mortgage Brokers in Koramangala Bangalore,Connector
L&T Finance Ltd.,1800 268 0000,"Site No. 92, Floor 2, Zed Square, Jyoti Nivas College Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.ltfinance.com/?utm_source=googlebusinesslisting&utm_medium=gmb&utm_campaign=finance,,Mortgage Brokers in Koramangala Bangalore,Connector
FIN GATE (Gateway To Finance),094488 52674,"33, 3rd floor, St Thomas Shopping Complex, Christ School Road, Dharmaram College, Landmark:, Christ University, Post, Bhavani Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",http://www.fingate.in/,,Mortgage Brokers in Koramangala Bangalore,Connector
Grab Capital- B Khata Home Loan in Bangalore | Plot Loan Consultant in Bangalore | Loan Against Property in Bangalore,080953 00049,"1279, 17th Cross Rd, near Sector 7, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",https://grabcapital.com/,"%20vineet@orange-capybara-671075.hostingersite.com, vineet@orange-capybara-671075.hostingersite.com, vineet@grabcapital.com",Mortgage Brokers in Koramangala Bangalore,Connector
HDFC Bank Home Loan Branch - Bengaluru (Koramangala),1800 210 0018,"2nd Floor, 80 Feet Rd, next to Starbucks cafe, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.hdfc.bank.in/branch-locator/karnataka/bengaluru/hdfcbank-branch-koramangalahomeloan,,Loan Agents in Koramangala Bangalore,Connector
Ujjivan Small Finance Bank - Koramangala Branch,080 6843 4180,"No 428, Ground Floor 6th, Block, 80, 100 Feet Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.ujjivansfb.bank.in/static/branches/bengaluru-koramangala-80feetroad-contact-address-ifsc-code.html,,Loan Agents in Koramangala Bangalore,Connector
Bajaj Finserv - Personal Loan,022 4180 4799,"No 904, 1st Floor, 6th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://nearme.bajajfinserv.in/salaried-personal-loan/bajaj-finserv-personal-loan-loan-agency-koramangala-bengaluru-269669/Home?utm_source=locator&utm_medium=googleplaces,"investors@bajajfinserv.in, wecare@bajajfinserv.in, investor.service@bajajfinserv.in",Loan Agents in Koramangala Bangalore,Connector
Credy - Instant Personal Loan App,080 4680 5616,"Sailagiri, Second Floor, No.22, Intermediate Ring Rd, opposite to HDFC Bank, nr. Ejipura, Srinivagilu, Chandra Reddy Layout, Signal, Koramangala, Bengaluru, Karnataka 560047, India",https://www.credy.in/,,Loan Agents in Koramangala Bangalore,Connector
"IDFC FIRST Bank Loan Centre - Kormangala, Bengaluru",1800 10888,"First, Second and Third Floor, KCA Enclave, No 582, 80 Feet Rd, nearby Bethany High School, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://nearme.idfcfirst.bank.in/idfc-first-bank/bank-and-atm-in-bengaluru/bank-and-atm-in-Kormangala/idfc-first-bank-loan-center-in-Kormangala-bengaluru--2dUrLU/home,,Loan Agents in Koramangala Bangalore,Connector
Sayyam Investments Private Limited,022 4893 0118,"Khykha court II, #8, Hosur Rd, Santhosapuram, stage 2, Koramangala, Bengaluru, Karnataka 560068, India",http://sayyaminvestments.in/,"service@payrupikloan.in, ComplaintGRO@sayyaminvestments.in, compliant@sayyaminvestments.in",Loan Agents in Koramangala Bangalore,Connector
Popular Finance,080 4209 6889,"No. 50/1-12, 2nd Floor, 1st Cross, Koramangala Post, Koramangala, Venkatapura Main Rd, Teacher's Colony, Jakkasandra, 1st Block Koramangala, HSR Layout 5th Sector, Bengaluru, Karnataka 560034, India",,,Loan Agents in Koramangala Bangalore,Connector
Blubble private limited,080 4748 2233,"4th floor, Attic space chanakya, Koramangala 8th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.turno.club/,sales@turno.club,Loan Agents in Koramangala Bangalore,Connector
Shivafinz _Finance Educator | Financial Counsellor | Credit Score Repair | Personal/Business/Mortgage/Home/Education Loan,097394 68041,"3rd Floor, AR PLAZA, 18/9, 100 Feet Ring Rd, above Sangeetha Mobile Showroom, KEB Colony, New Gurappana Palya, BTM 1st Stage, Bengaluru, Karnataka 560029, India",http://www.shivafinz.com/,helpdesk@shivafinz.com,Loan Agents in Koramangala Bangalore,Connector
LIC Housing Finance Ltd.,080 2296 0500,"1st Floor, Shree Plaza, S9, 80 Feet Rd, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034, India",https://www.lichousing.com/,customersupport@lichousing.com,Loan Agents in Koramangala Bangalore,Connector
Motilal Oswal Financial Services Limited,095359 83693,"1st Floor, Chaitra 6th Block, No 613, 80 Feet Rd, Venkappa Garden, Ejipura, Bengaluru, Karnataka 560095, India",https://stockbroker.motilaloswal.com/motilal-oswal-financial-services-limited-stam-ford-investments-pvt-ltd-stock-broker-80-feet-road-bengaluru-44760/Home?utm_source=locator&utm_medium=googleplaces,"bullseyefinserv@outlook.com, Dhananjaya@Investascent.Com, dinvestdvg@gmail.com, suma.motilal@gmail.com, Support@Stamfordinvst.Com, preetykumari83@gamil.com, nitesh@awesmart.com, chandra3339@gmail.com, kriyafinserv25@gmail.com, prabeer.paichha@motilaloswal.com, manpreet181@gmail.com, angelinvestments21@gmail.com, moslsicrobo@gmail.com",Investment Advisors in Koramangala Bangalore,Connector
Address Advisors,087929 26457,"The Work Address- Sindhu 1st Floor | 6, 7th main, 80 Feet Rd, 3rd Block, Koramangala 1A Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034, India",http://addressadvisors.com/,,Investment Advisors in Koramangala Bangalore,Connector
Agreya Capital Advisors LLP,080 4978 4040,"360, 6th Main Rd, near Wipro Signal, Block 1, Koramangala, Bengaluru, Karnataka 560034, India",https://agreyacapital.com/,,Investment Advisors in Koramangala Bangalore,Connector
Indium Capital Advisors,080 4091 0550,"3rd Floor, 20th Main Rd, Koramangala Industrial Layout, Koramangala, Bengaluru, Karnataka 560095, India",https://www.indiumcapital.com/,,Investment Advisors in Koramangala Bangalore,Connector
MRG Capital,078299 30000,"T3 H. No, H A Arcade, 872, 17th E Main Rd, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://mrgcapital.in/,support@mrgcapital.in,Investment Advisors in Koramangala Bangalore,Connector
Nexus Venture Partners,080662 60000,"137, 1st Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Investment Advisors in Koramangala Bangalore,Connector
HDFC Mutual Fund,080 4092 7295,"First Floor, A.V.S Compound, No 3, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",http://www.hdfcfund.com/,hello@hdfcfund.com,Mutual Fund Distributors in Koramangala Bangalore,Connector
ICICI Prudential Mutual Fund,1800 200 6666,"No 644, Ground Floor, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",https://www.icicipruamc.com/?utm_source=locator&utm_medium=googleplaces,,Mutual Fund Distributors in Koramangala Bangalore,Connector
Triple (I) Point,098440 25737,"955, Ambalipura - Sarjapur Rd, Bellandur, Bengaluru, Karnataka 560102, India",https://www.tripleipoint.com/,"example@mysite.com, tripleipoint1@gmail.com",Mutual Fund Distributors in Koramangala Bangalore,Connector
Siprise Investments - Mutual Fund Distributor,08071 679 674,"No 12, Parijatha, 3rd Main, 3rd Cross Rd, HAL 3rd Stage, Malleshpalya, New Tippasandra, Bengaluru, Karnataka 560075, India",https://office.bajajamc.com/branch/bengaluru/Malleshpalya/siprise-investments-mutual-fund-distributor-in-Malleshpalya-bengaluru--4xC1xT/home,,Mutual Fund Distributors in Koramangala Bangalore,Connector
